SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2003-07																																				
#																																							
# Spell Name	OUTPUTNAME:	key	VARIANTS:	TYPE:	SCHOOL:	SUBSCHOOL:	DESCRIPTOR:	CLASSES:	COMPS:	CASTTIME:	RANGE:	TARGETAREA:	DURATION:	SAVEINFO:	SPELLRES:	DESC:	SOURCEPAGE:	Item	COST:	XPCOST:	PPCOST	DESC:|!PRERULE:1,DisplayFullSpell	Desc	Bonus	Bonus														
Wail of the Banshee				TYPE:Spell	SCHOOL:Necromancy		DESCRIPTOR:Death|Sonic	CLASSES:Sorcerer=9|Wizard=9	COMPS:V	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:One living creature/level within a 40-ft-radius spread.	DURATION:Instantaneous	SAVEINFO:Fortitude negates	SPELLRES:Yes	DESC:You emit a terrible scream that kills creatures that hear it (except for yourself).	SOURCEPAGE:PHB																						
Wall of Fire				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Fire	CLASSES:Druid=5|Sorcerer=4|Wizard=4	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Opaque sheet of flame up to 20-ft-long/level or a ring of fire with a radius of up to 5-ft/2 levels; either form 20-ft high.	DURATION:Concentration + 1 round/level	SAVEINFO:None	SPELLRES:Yes	DESC:An immobile, blazing curtain of shimmering violet fire springs into existence. Arcane Material Component: A small piece of phosphorus.	SOURCEPAGE:PHB																						
Wall of Force				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Force	CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:Wall whose area is up to one 10-ft-square/level.	DURATION:1 round/level	SAVEINFO:None	SPELLRES:No	DESC:A wall of force spell creates an invisible wall of force. Material Component: A pinch of powder made from a clear gem.	SOURCEPAGE:PHB																						
Wall of Ice				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Cold	CLASSES:Sorcerer=4|Wizard=4	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Anchored plane of ice, up to one 10-ft-square/level; or hemisphere of ice with a radius of up to 3-ft + 1-ft/level.	DURATION:1 minute/level	SAVEINFO:Reflex negates; see text	SPELLRES:Yes	DESC:This spell creates an anchored plane of ice or a hemisphere of ice, depending on the version selected. Material Component: A small piece of quartz or similar rock crystal.	SOURCEPAGE:PHB																						
Wall of Iron				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Sorcerer=6|Wizard=6	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Iron wall whose area is up toone 5-ft-square/level; see text	DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:No	DESC:You cause a flat, vertical iron wall to spring into being. Material Component: A small piece of sheet iron plus gold dust worth 50 gp (1 pound of gold dust).	SOURCEPAGE:PHB		COST:50																				
Wall of Stone				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation	DESCRIPTOR:Earth	CLASSES:Cleric=5|Druid=6|Sorcerer=5|Wizard=5	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Stone wall whose area is up to one 5-ft-square/level.	DURATION:Instantaneous	SAVEINFO:See text	SPELLRES:No	DESC:This spell creates a wall of rock that merges into adjoining rock surfaces. Arcane Material Component: A small block of granite.	SOURCEPAGE:PHB																						
Wall of Thorns				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Druid=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Wall of thorny brush, up to one 10-ft-cube/level.	DURATION:10 minutes/level	SAVEINFO:None	SPELLRES:No	DESC:A wall of thorns spell creates a barrier of very tough, pliable, tangled brush bearing needle-sharp thorns as long as a human's finger.	SOURCEPAGE:PHB																						
Warp Wood				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=2	COMPS:V, S	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:1 small wooden object/level, all within a 20-ft radius.	DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:You cause wood to bend and warp, permanently destroying its straightness, form, and strength.	SOURCEPAGE:PHB						TEMPDESC:Applies penalty to a wooden weapon	TEMPBONUS:EQ|Weapon,Wood|WEAPON|TOHIT|-4															
Water Breathing				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Cleric=3|Druid=3|Sorcerer=3|Wizard=3	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:Living creature touched.	DURATION:2 hours/level; see text	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The transmuted creatures can breathe water freely. Arcane Material Component: A short reed or piece of straw.	SOURCEPAGE:PHB																						
Water Walk				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Water	CLASSES:Cleric=3|Ranger=3	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One touched creature/level.	DURATION:10 minutes/level	SAVEINFO:Will negates (harmless)	SPELLRES:Yes	DESC:The transmuted creatures can tread on any liquid as if it were firm ground.	SOURCEPAGE:PHB																						
Waves of Exhaustion				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=7|Wizard=7	COMPS:V, S	CASTTIME:1 standard action	RANGE:60-ft.	TARGETAREA:Cone-shaped burst.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Waves of negative energy cause all living creatures in the spell's area to become exhausted.	SOURCEPAGE:PHB																						
Waves of Fatigue				TYPE:Spell	SCHOOL:Necromancy			CLASSES:Sorcerer=5|Wizard=5	COMPS:V, S	CASTTIME:1 standard action	RANGE:30-ft.	TARGETAREA:Cone-shaped burst.	DURATION:Instantaneous	SAVEINFO:None	SPELLRES:Yes	DESC:Waves of negative energy render all living creatures in the spell's area fatigued.	SOURCEPAGE:PHB																						
Web				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Creation		CLASSES:Sorcerer=2|Wizard=2	COMPS:V, S, M	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Webs in a 20-ft-radius spread.	DURATION:10 minutes/level	SAVEINFO:Reflex negates; see text	SPELLRES:No	DESC:Web creates a many-layered mass of strong, sticky strands. Material Component: A bit of spider web.	SOURCEPAGE:PHB																						
Weird				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Phantasm	DESCRIPTOR:Fear|Mind-Affecting	CLASSES:Sorcerer=9|Wizard=9	COMPS:V, S	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Any number of creatures, no two of which can be more than 30-ft apart.	DURATION:Instantaneous	SAVEINFO:Will disbelief (if interacted with), then Fort partial; see text	SPELLRES:Yes	DESC:This spell functions like phantasmal killer, except it can affect more than one creature.	SOURCEPAGE:PHB																						
Whirlwind				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Air	CLASSES:Druid=8	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Long	TARGETAREA:Cyclone 10-ft-wide at base, 30-ft-wide at top, and 30-ft tall.	DURATION:1 round/level	SAVEINFO:Reflex negates; see text	SPELLRES:Yes	DESC:This spell creates a powerful cyclone of raging wind that moves through the air, along the ground, or over water at a speed of 60 feet per round.	SOURCEPAGE:PHB																						
Whispering Wind				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Air	CLASSES:Bard=2|Sorcerer=2|Wizard=2	COMPS:V, S	CASTTIME:1 standard action	RANGE:1 mile/level	TARGETAREA:10-ft-radius spread.	DURATION:No more than 1 hour/level or until discharged (destination is reached)	SAVEINFO:None	SPELLRES:No	DESC:You send a message or sound on the wind to a designated spot.	SOURCEPAGE:PHB																						
Wind Walk				TYPE:Spell	SCHOOL:Transmutation		DESCRIPTOR:Air	CLASSES:Cleric=6	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:You and one touched creature/3 levels.	DURATION:1 hour/level	SAVEINFO:None and Will negates (harmless); see text	SPELLRES:No and Yes	DESC:You alter the substance of your body to a cloudlike vapor (as the gaseous form spell) and move through the air, possibly at great speed.	SOURCEPAGE:PHB																						
Wind Wall				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Air	CLASSES:Cleric=3|Druid=3|Ranger=2|Sorcerer=3|Wizard=3	COMPS:V, S, M/DF	CASTTIME:1 standard action	RANGE:Medium	TARGETAREA:Wall up to 10-ft/level long and 5-ft/level high.	DURATION:1 round/level	SAVEINFO:None; See text	SPELLRES:Yes	DESC:An invisible vertical curtain of wind appears. Arcane Material Component: A tiny fan and a feather of exotic origin.	SOURCEPAGE:PHB																						
Wish				TYPE:Spell	SCHOOL:Universal			CLASSES:Sorcerer=9|Wizard=9	COMPS:V, XP	CASTTIME:1 standard action	RANGE:See text	TARGETAREA:See text.	DURATION:See text	SAVEINFO:See text	SPELLRES:Yes	DESC:By simply speaking aloud, you can alter reality to better suit you. Material Component: When a wish duplicates a spell with a material component that costs more than 10,000 gp, you must provide that component. XP Cost: The minimum XP cost for casting wish is 5,000 XP. When a wish duplicates a spell that has an XP cost, you must pay 5,000 XP or that cost, whichever is more. When a wish creates or improves a magic item, you must pay twice the normal XP cost for crafting or improving the item, plus an additional 5,000 XP.	SOURCEPAGE:PHB			XPCOST:5000																			
Wood Shape				TYPE:Spell	SCHOOL:Transmutation			CLASSES:Druid=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Touch	TARGETAREA:One touched piece of wood no larger than 10-cu-ft/level.	DURATION:Instantaneous	SAVEINFO:Will negates (object)	SPELLRES:Yes	DESC:Wood shape enables you to form one existing piece of wood into any shape that suits your purpose.	SOURCEPAGE:PHB																						
Word of Chaos				TYPE:Spell	SCHOOL:Evocation		DESCRIPTOR:Chaotic|Sonic	CLASSES:Cleric=7	COMPS:V	CASTTIME:1 standard action	RANGE:40-ft.	TARGETAREA:Nonchaotic creatures in a 40-ft-radius spread centered on you.	DURATION:Instantaneous	SAVEINFO:None or Will negates; see text	SPELLRES:Yes	DESC:Any nonchaotic creature within the area who hears the word of chaos suffers ill effects.	SOURCEPAGE:PHB																						
Word of Recall				TYPE:Spell	SCHOOL:Conjuration	SUBSCHOOL:Teleportation		CLASSES:Cleric=6|Druid=8	COMPS:V	CASTTIME:1 standard action	RANGE:Unlimited	TARGETAREA:You and touched objects or other willing creatures.	DURATION:Instantaneous	SAVEINFO:None or will negates (harmless, object)	SPELLRES:No or Yes	DESC:Word of recall teleports you instantly back to your sanctuary when the word is uttered.	SOURCEPAGE:PHB																						
Zone of Silence				TYPE:Spell	SCHOOL:Illusion	SUBSCHOOL:Glamer		CLASSES:Bard=4	COMPS:V, S	CASTTIME:1 round	RANGE:Personal	TARGETAREA:5-ft-radius emanation centered on you.	DURATION:1 hour/level	SAVEINFO:None	SPELLRES:No	DESC:By casting zone of silence, you manipulate sound waves in your immediate vicinity so that you and those within the spell's area can converse normally, yet no one outside can hear your voices or any other noises from within, including languagedependent or sonic spell effects (such as command or shout).	SOURCEPAGE:PHB																						
Zone of Truth				TYPE:Spell	SCHOOL:Enchantment	SUBSCHOOL:Compulsion	DESCRIPTOR:Mind-Affecting	CLASSES:Cleric=2|Paladin=2	COMPS:V, S, DF	CASTTIME:1 standard action	RANGE:Close	TARGETAREA:20-ft-radius emanation.	DURATION:1 minute/level	SAVEINFO:Will negates	SPELLRES:Yes	DESC:Creatures within the emanation area (or those who enter it) can't speak any deliberate and intentional lies.	SOURCEPAGE:PHB																						
																																							
Elemental Swarm.COPY=Elemental Swarm	KEY:Air ~ Elemental Swarm																																						
Air ~ Elemental Swarm.MOD	OUTPUTNAME:Elemental Swarm (Air Only)	DESCRIPTOR:.CLEAR	DESCRIPTOR:Air	DESC:Cast as an Air spell only.																																			
Elemental Swarm.COPY=Elemental Swarm	KEY:Earth ~ Elemental Swarm																																						
Earth ~ Elemental Swarm.MOD	OUTPUTNAME:Elemental Swarm (Earth Only)	DESCRIPTOR:.CLEAR	DESCRIPTOR:Earth	DESC:Cast as an Earth spell only.																																			
Elemental Swarm.COPY=Elemental Swarm	KEY:Fire ~ Elemental Swarm																																						
Fire ~ Elemental Swarm.MOD	OUTPUTNAME:Elemental Swarm (Fire Only)	DESCRIPTOR:.CLEAR	DESCRIPTOR:Fire	DESC:Cast as a Fire spell only.																																			
Elemental Swarm.COPY=Elemental Swarm	KEY:Water ~ Elemental Swarm																																						
Water ~ Elemental Swarm.MOD	OUTPUTNAME:Elemental Swarm (Water Only)	DESCRIPTOR:.CLEAR	DESCRIPTOR:Water	DESC:Cast as a Water spell only.																																			
																																							
Resist Energy.COPY=Resist Energy	KEY:Fire ~ Resist Energy																																						
Fire ~ Resist Energy.MOD	DESC:Resist cold or fire only.																																						
																																							
Speak with Animals.COPY=Speak with Animals	KEY:Gnome ~ Speak with Animals																																						
Gnome ~ Speak with Animals.MOD	OUTPUTNAME:Speak with Animals (Burrowing only)	DURATION:1 Minute																																					
																																							
Summon Nature's Ally IV.COPY=Summon Nature's Ally IV	KEY:Animal ~ Summon Nature's Ally IV																																						
Animal ~ Summon Nature's Ally IV.MOD	OUTPUTNAME:Summon Nature's Ally IV			DESC:Can only summon animals.																																			
Summon Nature's Ally VIII.COPY=Summon Nature's Ally VIII	KEY:Animal ~ Summon Nature's Ally VIII																																						
Animal ~ Summon Nature's Ally VIII.MOD	OUTPUTNAME:Summon Nature's Ally VIII			DESC:Can only summon animals.																																			
																																							
Summon Monster IX.COPY=Summon Monster IX	KEY:Chaos ~ Summon Monster IX																																						
Chaos ~ Summon Monster IX.MOD	OUTPUTNAME:Summon Monster IX	DESCRIPTOR:.CLEAR	DESCRIPTOR:Chaos	DESC:Cast as a Chaos spell only.																																			
Summon Monster IX.COPY=Summon Monster IX	KEY:Evil ~ Summon Monster IX																																						
Evil ~ Summon Monster IX.MOD	OUTPUTNAME:Summon Monster IX	DESCRIPTOR:.CLEAR	DESCRIPTOR:Evil	DESC:Cast as an Evil spell only.																																			
Summon Monster IX.COPY=Summon Monster IX	KEY:Good ~ Summon Monster IX																																						
Good ~ Summon Monster IX.MOD	OUTPUTNAME:Summon Monster IX	DESCRIPTOR:.CLEAR	DESCRIPTOR:Good	DESC:Cast as a Good spell only.																																			
Summon Monster IX.COPY=Summon Monster IX	KEY:Law ~ Summon Monster IX																																						
Law ~ Summon Monster IX.MOD	OUTPUTNAME:Summon Monster IX	DESCRIPTOR:.CLEAR	DESCRIPTOR:Law	DESC:Cast as a Law spell only.																																			
																																							
Bestow Curse Option 1	OUTPUTNAME:Bestow Curse (-4 penalty on attack rolls, saves, skill checks)	KEY:Bestow Curse ~ Option1																						TEMPBONUS:ANYPC|SAVE|ALL|-4|TYPE=Temporary	TEMPBONUS:ANYPC|COMBAT|TOHIT|-4|TYPE=Temporary	TEMPBONUS:ANYPC|SKILL|ALL|-4|TYPE=Temporary													
Bestow Curse Option 2a	OUTPUTNAME:Bestow Curse (-6 to Strength)	KEY:Bestow Curse ~ Option2a																						TEMPBONUS:ANYPC|STAT|STR|-6															
Bestow Curse Option 2b	OUTPUTNAME:Bestow Curse (-6 to Dexterity)	KEY:Bestow Curse ~ Option2b																						TEMPBONUS:ANYPC|STAT|STR|-6															
Bestow Curse Option 2c	OUTPUTNAME:Bestow Curse (-6 to Constitution)	KEY:Bestow Curse ~ Option2c																						TEMPBONUS:ANYPC|STAT|STR|-6															
Bestow Curse Option 2d	OUTPUTNAME:Bestow Curse (-6 to Intelligence)	KEY:Bestow Curse ~ Option2d																						TEMPBONUS:ANYPC|STAT|STR|-6															
Bestow Curse Option 2e	OUTPUTNAME:Bestow Curse (-6 to Wisdom)	KEY:Bestow Curse ~ Option2e																						TEMPBONUS:ANYPC|STAT|STR|-6															
Bestow Curse Option 2f	OUTPUTNAME:Bestow Curse (-6 to Charisma)	KEY:Bestow Curse ~ Option2f																						TEMPBONUS:ANYPC|STAT|STR|-6															
Magic Vestment Option 1	OUTPUTNAME:Magic Vestment (Clothing)	KEY:Magic Vestment ~ Option1																					TEMPDESC:Grants armor bonus to selected clothing	TEMPVALUE:MIN=5|MAX=20|TITLE=Choose spell caster level	TEMPBONUS:EQ|Clothing|COMBAT|AC|min(floor(%CHOICE/4),5)|TYPE=ArmorEnhancement														
Magic Vestment Option 2	OUTPUTNAME:Magic Vestment (Armor)	KEY:Magic Vestment ~ Option2																					TEMPDESC:Grants armor bonus to selected armor	TEMPVALUE:MIN=5|MAX=20|TITLE=Choose spell caster level	TEMPBONUS:EQ|Armor|COMBAT|AC|min(floor(%CHOICE/4),5)|TYPE=ArmorEnhancement														
Magic Vestment Option 3	OUTPUTNAME:Magic Vestment (Shield)	KEY:Magic Vestment ~ Option3																					TEMPDESC:Grants armor bonus to selected shield	TEMPVALUE:MIN=5|MAX=20|TITLE=Choose spell caster level	TEMPBONUS:EQ|Shield|COMBAT|AC|min(floor(%CHOICE/4),5)|TYPE=ShieldEnhancement														
Mark of Justice Option 1	OUTPUTNAME:Mark of Justice (-4 penalty on attack rolls, saves, skill checks)	KEY:Mark of Justice Option1																						TEMPBONUS:ANYPC|SAVE|ALL|-4|TYPE=Temporary	TEMPBONUS:ANYPC|COMBAT|TOHIT|-4|TYPE=Temporary	TEMPBONUS:ANYPC|SKILL|ALL|-4|TYPE=Temporary													
Mark of Justice Option 2a	OUTPUTNAME:Mark of Justice (-6 to Strength)	KEY:Mark of Justice Option2a																						TEMPBONUS:ANYPC|STAT|STR|-6															
Mark of Justice Option 2b	OUTPUTNAME:Mark of Justice (-6 to Dexterity)	KEY:Mark of Justice Option2b																						TEMPBONUS:ANYPC|STAT|STR|-6															
Mark of Justice Option 2c	OUTPUTNAME:Mark of Justice (-6 to Constitution)	KEY:Mark of Justice Option2c																						TEMPBONUS:ANYPC|STAT|STR|-6															
Mark of Justice Option 2d	OUTPUTNAME:Mark of Justice (-6 to Intelligence)	KEY:Mark of Justice Option2d																						TEMPBONUS:ANYPC|STAT|STR|-6															
Mark of Justice Option 2e	OUTPUTNAME:Mark of Justice (-6 to Wisdom)	KEY:Mark of Justice Option2e																						TEMPBONUS:ANYPC|STAT|STR|-6															
Mark of Justice Option 2f	OUTPUTNAME:Mark of Justice (-6 to Charisma)	KEY:Mark of Justice Option2f																						TEMPBONUS:ANYPC|STAT|STR|-6															
Prayer Option 1	OUTPUTNAME:Prayer (Ally)	KEY:Prayer Option1																						TEMPBONUS:ANYPC|SAVE|ALL|1|TYPE=Luck	TEMPBONUS:ANYPC|COMBAT|TOHIT|1|TYPE=Luck	TEMPBONUS:ANYPC|COMBAT|DAMAGE.Melee,DAMAGE.Ranged|1|TYPE=Luck	TEMPBONUS:ANYPC|SKILL|TYPE.Skill|1|TYPE=Luck												
Prayer Option 2	OUTPUTNAME:Prayer (Enemy)	KEY:Prayer Option2																						TEMPBONUS:ANYPC|SAVE|ALL|-1|TYPE=Luck	TEMPBONUS:ANYPC|COMBAT|TOHIT|-1|TYPE=Luck	TEMPBONUS:ANYPC|COMBAT|DAMAGE.Melee,DAMAGE.Ranged|-1|TYPE=Luck	TEMPBONUS:ANYPC|SKILL|TYPE.Skill|-1|TYPE=Luck												
