SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2024-08																													
Arcane Recovery	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You can regain some of your magical energy by studying your spellbook. When you finish a Short Rest, you can choose expended spell slots to recover. The spell slots can have a combined level equal to no more than half your Wizard level (round up), and none of the slots can be level 6 or higher. For example, if you're a level 4 Wizard, you can recover up to two levels' worth of spell slots, regaining either one level 2 spell slot or two level 1 spell slots. Once you use this feature, you can't do so again until you finish a Long Rest.	KEY:Wizard ~ Arcane Recovery																									SORTKEY:Class_Wizard_01c	SOURCEPAGE:PHB
Scholar	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:While studying magic, you also specialized in another field of study. Choose one of the following skills in which you have proficiency: Arcana, History, Investigation, Medicine, Nature, or Religion. You have Expertise in the chosen skill.	KEY:Wizard ~ Scholar						BONUS:VAR|POOL_Wizard_Scholar|1																					SORTKEY:Class_Wizard_01d	SOURCEPAGE:PHB
Wizard Subclass	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.Warlock Abilities.SpecialQuality	VISIBLE:YES	DESC:You gain a Wizard subclass of your choice. The Abjurer, Diviner, Evoker, and Illusionist subclasses are detailed after this class's description. A subclass is a specialization that grants you features at certain Wizard levels. For the rest of your career, you gain each of you r subclass's features that are of your Wizard level or lower.	KEY:Wizard ~ Wizard Subclass									BONUS:ABILITYPOOL|Wizard Subclass|1																SORTKEY:Class_Wizard_01e	SOURCEPAGE:PHB
Ability Score Improvement	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain the Ability Score Improvement feat (see chapter 5) or another feat of your choice for which you qualify. You gain this feature again at Wizard levels 8, 12, and 16.	KEY:Wizard ~ Ability Score Improvement									BONUS:VAR|POOL_Feat|1*((WizardLVL>=4)+(WizardLVL>=8)+(WizardLVL>=12)+(WizardLVL>=16))																	SORTKEY:Class_Wizard_01f	SOURCEPAGE:PHB
Memorize Spell	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Whenever you fin ish a Short Rest, you can study your spellbook and replace one of the level 1+ Wizard spells you have prepared for your Spellcasting feature with another level 1+ spell from the book.	KEY:Wizard ~ Memorize Spell																										SORTKEY:Class_Wizard_01g	SOURCEPAGE:PHB
Spell Mastery	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You have achieved such mastery over certain spells that you can cast them at will. Choose a level 1 and a level 2 spell in your spellbook that have a casting time of an action. You always have those spells prepared, and you can cast them at their lowest level without expending a spell slot. To cast either spell at a higher level, you must expend a spell slot.	KEY:Wizard ~ Spell Mastery									BONUS:VAR|POOL_Wizard_Spell_Mastery_1|1	BONUS:VAR|POOL_Wizard_Spell_Mastery_2|1																SORTKEY:Class_Wizard_01h	SOURCEPAGE:PHB
Epic Boon	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:You gain an Epic Boon feat (see chapter 5) or another feat of your choice for which you qualify. Boon of Spell Recall is recommended.	KEY:Wizard ~ Epic Boon									BONUS:VAR|POOL_Epic_Boon|1																	SORTKEY:Class_Wizard_01i	SOURCEPAGE:PHB
Signature Spell	CATEGORY:Special Ability	TYPE:Wizard Class Feature.Class Feature.SpecialQuality	VISIBLE:YES	DESC:Choose two level 3 spells in your spellbook as your signature spells. You always have these spells prepared, and you can cast each of them once at level 3 without expending a spell slot. When you do so, you can't cast them in this way again until you finish a Short or Long Rest. To cast either spell at a higher level, you must expend a spell slot.	KEY:Wizard ~ Signature Spell																										SORTKEY:Class_Wizard_01j	SOURCEPAGE:PHB

###Block: Spellcasting
# Ability Name							Unique Key							SORTKEY		Category of Ability		Type										Define								Innate Spells														Description																																																																																																																																																																																																																													Clone Movement		Ability																																																																																									Bonus Ability Pool				Bonus to HP					Modify VAR																													Source Page
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast1|0	DEFINE:WizardKnown1|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast1|SpellSlotsLVL1
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast2|0	DEFINE:WizardKnown2|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast2|SpellSlotsLVL2
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast3|0	DEFINE:WizardKnown3|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast3|SpellSlotsLVL3
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast4|0	DEFINE:WizardKnown4|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast4|SpellSlotsLVL4
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast5|0	DEFINE:WizardKnown5|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast5|SpellSlotsLVL5
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast6|0	DEFINE:WizardKnown6|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast6|SpellSlotsLVL6
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast7|0	DEFINE:WizardKnown7|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast7|SpellSlotsLVL7
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast8|0	DEFINE:WizardKnown8|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast8|SpellSlotsLVL8
CATEGORY=Special Ability|Wizard ~ Spellcasting.MOD																											DEFINE:WizardCast9|0	DEFINE:WizardKnown9|0																																																																																																																																																																																																																																																																																																																																																											BONUS:VAR|WizardCast9|SpellSlotsLVL9

###Block: Choose Wizard Known Progression
Grant Highest Known only	KEY:Wizard Known Progression ~ Grant Highest Known only			CATEGORY:Internal			TYPE:Wizard Known Progression	DESC:This will manipulate your spells known to increase to the max highest allowed by the rules.
Follow Standard Progression	KEY:Wizard Known Progression ~ Follow Standard Progression		CATEGORY:Internal			TYPE:Wizard Known Progression	DESC:This will follow the progression chart in the Player's Handbook.
Choose Own Progression		KEY:Wizard Known Progression ~ Choose Own Progression			CATEGORY:Internal			TYPE:Wizard Known Progression	DESC:This will force the user to select spells each level.	BONUS:ABILITYPOOL|Wizard Known|2+(WizardLVL>=2)+(WizardLVL>=3)+(WizardLVL>=4)+(WizardLVL>=5)+(WizardLVL>=6)+(WizardLVL>=7)+(WizardLVL>=8)+(WizardLVL>=9)+(WizardLVL>=10)+(WizardLVL>=11)+(WizardLVL>=13)+(WizardLVL>=15)+(WizardLVL>=17)

# Grant Highest Known
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown1|if(WizardLVL>=1,2,0)+(WizardLVL>=2)-(WizardLVL>=3)-(WizardLVL>=4)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown2|if(WizardLVL>=3,2,0)+if(WizardLVL>=4,2,0)-(WizardLVL>=6)-(WizardLVL>=7)-(WizardLVL>=8)-(WizardLVL>=9)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown3|if(WizardLVL>=5,2,0)+if(WizardLVL>=6,2,0)-(WizardLVL>=10)-(WizardLVL>=11)-(WizardLVL>=12)-(WizardLVL>=13)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown4|if(WizardLVL>=7,2,0)+if(WizardLVL>=8,2,0)-(WizardLVL>=14)-(WizardLVL>=15)-(WizardLVL>=16)-(WizardLVL>=17)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown5|if(WizardLVL>=9,2,0)+(WizardLVL>=12)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown6|if(WizardLVL>=11,2,0)+(WizardLVL>=12)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown7|if(WizardLVL>=13,2,0)+(WizardLVL>=14)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown8|if(WizardLVL>=15,2,0)+(WizardLVL>=16)
CATEGORY=Internal|Wizard Known Progression ~ Grant Highest Known only.MOD	BONUS:VAR|WizardKnown9|if(WizardLVL>=17,2,0)+(WizardLVL>=18)+(WizardLVL>=19)+(WizardLVL>=20)

# Follow Standard Progression
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown1|if(WizardLVL>=1,2,0)+(WizardLVL>=2)+(WizardLVL>=3)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown2|if(WizardLVL>=3,2,0)+(WizardLVL>=4)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown3|if(WizardLVL>=5,2,0)+(WizardLVL>=6)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown4|(WizardLVL>=7)+(WizardLVL>=8)+(WizardLVL>=9)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown5|(WizardLVL>=9)+(WizardLVL>=10)+(WizardLVL>=18)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown6|(WizardLVL>=11)+(WizardLVL>=19)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown7|(WizardLVL>=13)+(WizardLVL>=20)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown8|(WizardLVL>=15)
CATEGORY=Internal|Wizard Known Progression ~ Follow Standard Progression.MOD	BONUS:VAR|WizardKnown9|(WizardLVL>=17)

# Wizard Cantrips
Acid Splash			KEY:Wizard Cantrip ~ Acid Splash							CATEGORY:Internal			TYPE:Wizard Cantrip									SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Acid Splash,Spell_DC_Wizard																																																																																																																																																																																																																																																																																																													SPELLKNOWN:CLASS|Wizard=0|Acid Splash		SOURCEPAGE:p.211	DESC:DESC:You hurl a bubble of acid. Choose one creature within range, or choose two creatures within range that are within 5 feet of each other. A target must succeed on a Dexterity saving throw or take 1d6 acid damage. This spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).
Blade Ward			KEY:Wizard Cantrip ~ Blade Ward							CATEGORY:Internal			TYPE:Wizard Cantrip									SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Blade Ward,Spell_DC_Wizard																																																																																																																																																																																																																																																																																																													SPELLKNOWN:CLASS|Wizard=0|Blade Ward		SOURCEPAGE:p.218	DESC:You extend your hand and trace a sigil of warding in the air. Until the end of your next turn, you have resistance against bludgeoning, piercing, and slashing damage dealt by weapon attacks.
Chill Touch			KEY:Wizard Cantrip ~ Chill Touch							CATEGORY:Internal			TYPE:Wizard Cantrip									SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Chill Touch,Spell_DC_Wizard																																																																																																																																																																																																																																																																																																													SPELLKNOWN:CLASS|Wizard=0|Chill Touch		SOURCEPAGE:p.221	DESC:You create a ghostly, skeletal hand in the space of a creature within range. Make a ranged spell attack against the creature to assail it with the chill of the grave. On a hit, the target takes 1d8 necrotic damage, and it can't regain hit points until the start of your next turn. Until then, the hand clings to the target. If you hit an undead target, it also has disadvantage on attack rolls against you until the end of your next turn. This spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).
