SOURCELONG:Player's Handbook	SOURCESHORT:PHB	SOURCEWEB:http://www.gozzilioni.net	SOURCEDATE:2014-08																																			
																																						
###Block:Abilities	CATEGORY:	TYPE:	VISIBLE:	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										SOURCEPAGE:						
Illusory Self	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Beginning at 10th level, you can create an illusory duplicate of yourself as an instant, almost instinctual reaction to danger. When a creature makes an attack roll against you, you can use your reaction to interpose the illusory duplicate between the attacker and yourself. The attack automatically misses you, then the illusion dissipates. Once you use this feature, you can't use it again until you finish a short or long rest.	KEY:School of Illusion ~ Illusory Self																											SOURCEPAGE:PHB						
Illusory Reality	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:By 14th level, you have learned the secret of weaving shadow magic into your illusions to give them a semireality. When you cast an illusion spell of 1st level or higher, you can choose one inanimate, nonmagical object that is part of the illusion and make that object real. You can do this on your turn as a bonus action while the spell is ongoing. The object remains real for 1 minute. For example, you can create an illusion of a bridge over a chasm and then make it real long enough for your allies to cross. The object can't deal damage or otherwise directly harm anyone.	KEY:School of Illusion ~ Illusory Reality																											SOURCEPAGE:PHB						
																																						
# School of Necromancy																																						
Necromancy Savant	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Beginning when you select this school at 2nd level, the gold and time you must spend to copy a necromancy spell into your spellbook is halved.	KEY:School of Necromancy ~ Necromancy Savant																											SOURCEPAGE:PHB						
Grim Harvest	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:At 2nd level, you gain the ability to reap life energy from creatures you kill with your spells. Once per turn when you kill one or more creatures with a spell of 1st level or higher, you regain hit points equal to twice the spell's level, or three times its level if the spell belongs to the School of Necromancy. You don't gain this benefit for killing constructs or undead.	KEY:School of Necromancy ~ Grim Harvest																											SOURCEPAGE:PHB						
Undead Thralls	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:At 6th level, you add the animate dead spell to your spellbook if it is not there already. When you cast animate dead, you can target one additional corpse or pile of bones, creating another zombie or skeleton, as appropriate. Whenever you create an undead using a necromancy spell, it has additional benefits: * The creature's hit point maximum is increased by an amount equal to your wizard level. * The creature adds your proficiency bonus to its weapon damage rolls.	KEY:School of Necromancy ~ Undead Thralls																		SPELLKNOWN:CLASS|Wizard=3|Animate Dead									SOURCEPAGE:PHB						
Inured to Undeath	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Beginning at 10th level, you have resistance to necrotic damage, and your hit point maximum can't be reduced. You have spent so much time dealing with undead and the forces that animate them that you have become inured to some of their worst effects.	KEY:School of Necromancy ~ Inured to Undeath																											SOURCEPAGE:PHB						
Command Undead	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Starting at 14th level, you can use magic to bring undead under your control, even those created by other wizards. As an action, you can choose one undead that you can see within 60 feet of you. That creature must make a Charisma saving throw against your wizard spell save DC. If it succeeds, you can't use this feature on it again. If it fails, it becomes friendly to you and obeys your commands until you use this feature again. Intelligent undead are harder to control in this way. If the target has an Intelligence of 8 or higher, it has advantage on the saving throw. If it fails the saving throw and has an Intelligence of 12 or higher, it can repeat the saving throw at the end of every hour until it succeeds and breaks free.	KEY:School of Necromancy ~ Command Undead																											SOURCEPAGE:PHB						
																																						
# School of Transmutation																																						
Transmutation Savant	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Beginning when you select this school at 2nd level, the gold and time you must spend to copy a transmutation spell into your spellbook is halved.	KEY:School of Transmutation ~ Transmutation Savant																											SOURCEPAGE:PHB						
Minor Alchemy	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Starting at 2nd level when you select this school, you can temporarily alter the physical properties of one nonmagical object, changing it from one substance into another. You perform a special alchemical procedure on one object composed entirely of wood, stone (but not a gemstone), iron, copper, or silver, transforming it into a different one of those materials. For each 10 minutes you spend performing the procedure, you can transform up to 1 cubic foot of material. After 1 hour, or until you lose your concentration (as if you were concentrating on a spell), the material reverts to its original substance.	KEY:School of Transmutation ~ Minor Alchemy																											SOURCEPAGE:PHB						
Transmuter's Stone	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Starting at 6th level, you can spend 8 hours creating a transmuter's stone that stores transmutation magic. You can benefit from the stone yourself or give it to another creature. A creature gains a benefit of your choice as long as the stone is in the creature's possession. When you create the stone, choose the benefit from the following options: * Darkvision out to a range of 60 feet, as described in chapter 8 * An increase to speed of 10 feet while the creature is unencumbered * Proficiency in Constitution saving throws * Resistance to acid, cold, fire, lightning, or thunder damage (your choice whenever you choose this benefit) Each time you cast a transmutation spell of 1st level or higher, you can change the effect of your stone if the stone is on your person. If you create a new transmuter's stone, the previous one ceases to function.	KEY:School of Transmutation ~ Transmuter's Stone																											SOURCEPAGE:PHB						
Shapechanger	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:At 10th level, you add the polymorph spell to your spellbook, if it is not there already. You can cast polymorph without expending a spell slot. When you do so, you can target only yourself and transform into a beast whose challenge rating is 1 or lower. Once you cast polymorph in this way, you can't do so again until you finish a short or long rest, though you can still cast it normally using an available spell slot.	KEY:School of Transmutation ~ Shapechanger						SPELLKNOWN:CLASS|Wizard=4|Polymorph																					SOURCEPAGE:PHB						
Master Transmuter	CATEGORY:Special Ability	TYPE:Wizard Class Feature.SpecialQuality.Class Feature		DESC:Starting at 14th level, you can use your action to consume the reserve of transmutation magic stored within your transmuter's stone in a single burst. When you do so, choose one of the following effects. Your transmuter's stone is destroyed and can't be remade until you finish a long rest.	KEY:School of Transmutation ~ Master Transmuter	DESC:&nl;Major Transformation. You can transmute one nonmagical object-no larger than a 5-foot cube-into another nonmagical object of similar size and mass and of equal or lesser value. You must spend 10 minutes handling the object to transform it.					DESC:&nl;Panacea. You remove all curses, diseases, and poisons affecting a creature that you touch with the transmuter's stone. The creature also regains all its hit points.	DESC:&nl;Restore Life. You cast the raise dead spell on a creature you touch with the transmuter's stone, without expending a spell slot or needing to have the spell in your spellbook.	DESC:&nl;Restore Youth. You touch the transmuter's stone to a willing creature, and that creature's apparent age is reduced by 3d10 years, to a minimum of 13 years. This effect doesn't extend the creature's lifespan.	SOURCEPAGE:p.119																		SOURCEPAGE:PHB						
																																						
# Wizard Cantrips																																						
Acid Splash	CATEGORY:Internal	TYPE:Wizard Cantrip		DESC:DESC:You hurl a bubble of acid. Choose one creature within range, or choose two creatures within range that are within 5 feet of each other. A target must succeed on a Dexterity saving throw or take 1d6 acid damage. This spell's damage increases by 1d6 when you reach 5th level (2d6), 11th level (3d6), and 17th level (4d6).	KEY:Wizard Cantrip ~ Acid Splash																	SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Acid Splash,Spell_DC_Wizard	SPELLKNOWN:CLASS|Wizard=0|Acid Splash									SOURCEPAGE:PHB						
Blade Ward	CATEGORY:Internal	TYPE:Wizard Cantrip		DESC:You extend your hand and trace a sigil of warding in the air. Until the end of your next turn, you have resistance against bludgeoning, piercing, and slashing damage dealt by weapon attacks.	KEY:Wizard Cantrip ~ Blade Ward																	SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Blade Ward,Spell_DC_Wizard	SPELLKNOWN:CLASS|Wizard=0|Blade Ward									SOURCEPAGE:PHB						
Chill Touch	CATEGORY:Internal	TYPE:Wizard Cantrip		DESC:You create a ghostly, skeletal hand in the space of a creature within range. Make a ranged spell attack against the creature to assail it with the chill of the grave. On a hit, the target takes 1d8 necrotic damage, and it can't regain hit points until the start of your next turn. Until then, the hand clings to the target. If you hit an undead target, it also has disadvantage on attack rolls against you until the end of your next turn. This spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).	KEY:Wizard Cantrip ~ Chill Touch																	SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Chill Touch,Spell_DC_Wizard	SPELLKNOWN:CLASS|Wizard=0|Chill Touch									SOURCEPAGE:PHB						
Dancing Lights	CATEGORY:Internal	TYPE:Wizard Cantrip		DESC:You create up to four torch-sized lights within range, making them appear as torches, lanterns, or glowing orbs that hover in the air for the duration. You can also combine the four lights into one glowing vaguely humanoid form of Medium size. Whichever form you choose, each light sheds dim light in a 10-foot radius. As a bonus action on your turn, you can move the lights up to 60 feet to a new spot within range. A light must be within 20 feet of another light created by this spell, and a light winks out if it exceeds the spell's range.	KEY:Wizard Cantrip ~ Dancing Lights																	SPELLS:Wizard Cantrip|TIMES=ATWILL|CASTERLEVEL=1|Dancing Lights,Spell_DC_Wizard	SPELLKNOWN:CLASS|Wizard=0|Dancing Lights									SOURCEPAGE:PHB						
